reviewId,content,score,translated_text,clean_text
924298cc-3a9f-414c-98d4-e8f450e6c2c6,Alhamdulilah jkn makin mantap cepat dan bagus,5,"Thank God, it's getting better, faster and better",thank god getting better faster better
5923d2ba-0ea4-4263-b416-7424e84c0441,Cukup baik,5,Pretty good,pretty good
09fcd1b7-a1a7-4c66-889d-f35f4522d81c,"Aplikasi tidak berfungsi, padahal hp saya tidak di""root"". Mohon segera diperbaiki",1,"The application doesn't work, even though my cellphone is not ""rooted"". Please fix it immediately",application doesnt work even though cellphone rooted please fix immediately
7cb026ac-39af-46b0-93ab-32800ce6b648,pelayanan ok,5,service ok,service ok
38f2f716-8866-408c-8cdb-fc9f7a4ee433,ok,5,ok,ok
eaeff111-0004-46d0-9796-bdec129ba9ee,"Cek riwayat pelayanan anggota tidak bisa, hanya kepala keluarga saja yg bisa",3,"You cannot check a member's service history, only the head of the family can",check member service history head family
08e60caf-462b-40d5-a95e-048815a30a5e,mohon di perbaiki gunanya aplikasi buat kesehatan malah di persulit no otp di kirim ke mana itu bukan nomor yg saya daftarkan aneh ngaco ga jelas,1,"please fix it, the use of the application for health actually makes it difficult where the OTP number is sent, it's not the number I registered, it's strange, it's not clear",please fix use application health actually make difficult otp number sent number registered strange clear
56b546f8-5a77-413f-91e4-ab6708f492c7,"Susah dapet kode otp pada saat verifikasi nomor telpon, udah di coba berulang kali tapi tetep aja gak muncul muncul. Tolong sistem nya lebih di perbaiki dan lebih di optimalkan kembali",1,"It's difficult to get the OTP code when verifying the telephone number, I've tried it several times but it still doesn't appear. Please improve the system and optimize it further",difficult get otp code verifying telephone number ive tried several time still doesnt appear please improve system optimize
b1196fcf-e992-4422-9e4e-3ba341fcae5f,"Aplikasi nya sangat mengecewakan. Sering kali gagal login, tiba2 logout sendiri. Untuk pendaftaran antrean ke faskes rujukan jg gagal terus.padahal sudah di update. Telp ke CS nya sama2 bego kayak aplikasikasinya. Sama sama ga bisa memecahkan masalah.",1,"The application is very disappointing. Often times you fail to log in, you suddenly log out yourself. Registration for queues at referral health facilities also keeps failing, even though it has been updated. Calling CS is just as stupid as the application. Neither can solve the problem.",application disappointing often time fail log suddenly log registration queue referral health facility also keep failing even though updated calling c stupid application neither solve problem
317a4580-b9d3-4807-929f-3dfec89f6dcb,baik,5,Good,good
359119a2-1337-4ffa-b87e-9555d3f18867,mempermudah layanan di rumah sakit,5,simplifying hospital services,simplifying hospital service
ad303990-09cc-46d7-9fb4-2aae3586c801,Masih Terlalu banyak bug terutama pada jaringan,3,"There are still too many bugs, especially on the network",still many bug especially network
dca26154-59e1-467b-9e60-b64d4ba9a674,Okssss banggget....,5,Okssss bangget....,okssss bangget
5a1126ed-dc87-49a7-9dfa-e0a0b2a6157b,"sudah bagus dari sebelumnya, tapi masih ada yang harus diperbaiki seperti masalah : 1. setelah update alamat di mobile jkn, tidak langsung berubah untuk alamat di kartu bpjsnya. 2. Hotline harus nomor yang pasti dan aktif. 3. Fitur Penambahan Anggota dipermudah dan lengkap secara mandiri.",5,"It's better than before, but there are still things that need to be fixed, such as problems: 1. After updating the address on the JKN mobile, it doesn't immediately change the address on the BPJS card. 2. The hotline must be a definite and active number. 3. The Member Addition feature is made easy and complete independently.",better still thing need fixed problem updating address jkn mobile doesnt immediately change address bpjs card hotline must definite active number member addition feature made easy complete independently
54650632-e933-4097-985b-73658451f0ee,Keren,5,Keren,keren
637d4f09-5ab3-4d54-a34a-d91e97f77d69,terbantu dg adanya BPJS Kesehatan,5,helped by the existence of BPJS Health,helped existence bpjs health
734436a2-e108-4d25-b840-e33debb52f3d,Memudahkan,4,Simplify,simplify
021a583c-e82f-4e55-a9d3-7daee5d49a62,Memudahkan pelayanan kesehatan,5,Facilitate health services,facilitate health service
e8797488-2705-4304-93c8-aa39d7d1e3a5,Sangat membantu ðð,5,Very helpful ðð,helpful
d31b6d0f-ee13-4bdb-860e-3a2588885afc,jika hari kemudian ada perubahan yg baik. baru saya ubah ke b5. verifikasi ngaco,1,if the next day there is a good change. I just changed it to b5. silly verification,next day good change changed b silly verification
892e9e77-f7ca-49c8-8419-50ebc55ec670,"disuruh verivikasi tpi mau kirim kode OTP ke WA atau SMS malah gk ada yg dateng, hadehhh",1,"I was asked to verify but I wanted to send an OTP code to WA or SMS but no one came, hadehhh",asked verify wanted send otp code wa sm one came hadehhh
312a3a0b-410d-44f3-ad6f-3fdb4431bf2f,BPJS sangat membantu bagi orang miskin yang mau berobat di klinik maupun rumah sakit,5,BPJS is very helpful for poor people who want to seek treatment at clinics or hospitals,bpjs helpful poor people want seek treatment clinic hospital
e3d26d18-b623-439d-9f84-efb8cd52418a,"saya mau daftar online buat periksa ga bisa terus,katanya ga bisa terhubung ke server rs nya..ini gimana sih",1,"I want to register online to check it can't keep going, it says it can't connect to the RS server... what's this?",want register online check cant keep going say cant connect r server whats
e457c3b2-556e-46a0-b2ec-4021524ba4ef,"Ini aplikasi pemerintah niatnya mempermudah kenapa susah banget ya, kendala nya hanya satu nomor telpon sesuai tapi tidak ada sms verifikasi masuk. kalau ada opsi verifikasi lewat WA sepertinya lebih mudah dan cepat dan waktu tunggu itu sekitar 5-6 menit untuk menunggu kode yang baru",1,"This government application is intended to make things easier, why is it so difficult, the only problem is that one telephone number matches but there is no incoming verification SMS. If there is a verification option via WA it seems easier and faster and the waiting time is around 5-6 minutes to wait for the new code",government application intended make thing easier difficult problem one telephone number match incoming verification sm verification option via wa seems easier faster waiting time around minute wait new code
1db50477-341e-4062-b29e-b0f0fd37a6e7,Aman,5,Aman,aman
d5d5c086-ca70-4eb5-9320-b013068faaf0,"mau pindah faskes susah, disuruh verifikasi wajah tapi susah aplikasix gagal mulu",1,"It's difficult to change health facilities, I'm told to verify my face but it's difficult and the application fails all the time",difficult change health facility im told verify face difficult application fails time
27ff79f4-2610-4dd9-a298-e08c6cd14aed,pelayanan cepat,5,fast service,fast service
720cd496-8ebe-4528-a635-6b4c64f2c4f6,bpjs harapan keseharan bagu masyarakat menengah je bawah. trims bpjs,5,BPJS is a hope for health for lower and middle class people. thanks BPJS,bpjs hope health lower middle class people thanks bpjs
ebb5f3db-3529-4b9c-8205-bf2432cd07e5,Sangat membantu,5,Very helpful,helpful
9429d7d6-eba0-452c-b04a-536d27d994f1,"Tiap masukin captcha tidak bisa terus, captcha sering tidak muncul jadi tidak bisa login, JKN Versi 4.11.2",1,"Every time you enter a captcha you can't keep going, the captcha often doesn't appear so you can't log in, JKN Version 4.11.2",every time enter captcha cant keep going captcha often doesnt appear cant log jkn version
a1ee5a6f-ce43-4122-b84c-972c8a36d7a6,"Mantaaap, proses mudah",5,"Mantaaap, proses mudah",mantaaap prose mudah
eeb6b17c-f915-44dc-abde-a2255937f18a,"ini kenapa setelah di update banyak menu yg terkunci gak bisa dibuka ?? apa gunanya ada mobile jkn menunya di privasi gak bisa di klik... sangatt buruk.. mana kartu saya blm punya,, skrg mo berobat gimana ?? menunya aja pada dikunci.. burukk banget apk nya ðððððððððð",5,"Why is this that after updating many of the locked menus can't be opened?? What's the point of having a mobile phone if you can't click on the privacy menu... it's really bad... I don't have a card, what do I do now? the menu is just locked... the apk is really bad",updating many locked menu cant opened whats point mobile phone cant click privacy menu really bad dont card menu locked apk really bad
088da03e-5275-4d3b-b19b-b6f337fdb0fa,apl gk sesuai gk bsa krim kode otp smpy gk bsa login smpy skrang. tolong jangan di persulit ..,1,"the app doesn't work, can't get the OTP code, can't log in now. please don't make it difficult..",app doesnt work cant get otp code cant log please dont make difficult
142e0811-1cc2-4929-adf7-8b199e5770f7,"Verifikasi susah nya minta ampun.. jangan bilang jaringan ya! karena buat game lancar banget, masa buat verifikasi apk kaya gini masalah jaringan",1,"Verification is difficult, sorry... don't tell me the network! because the game runs really smoothly, the time to verify the apk like this is a network problem",verification difficult sorry dont tell network game run really smoothly time verify apk like network problem
ee492b68-9ea4-4f45-bb9d-e7772868bd28,nggak bisa daftar dengan alasan NIK tidak dapat di proses padahal NIK udah benar dan selalu bayar iuran tiap bulan,1,Can't register because the NIK can't be processed even though the NIK is correct and you always pay your fees every month,cant register nik cant processed even though nik correct always pay fee every month
4501a0f1-9d90-4fec-ad0d-61c56cd08c5f,"Pelayanan BPJS sangat buruk, anak sakit darurat, sudah panas 2 hari, disuruh pulang rawat jalan, bayar kelas 1 tiap bulan gawe opo leeeek, mbok pangan thok wae duite iku",1,"BPJS service is very bad, child has an emergency illness, has been hot for 2 days, told to go home on outpatient care, pay class 1 every month gawe opo leeeek, mbok food thok wae money here",bpjs service bad child emergency illness hot day told go home outpatient care pay class every month gawe opo leeeek mbok food thok wae money
2a467efc-29d7-4a22-a6e8-ee04bcaea812,Lebih praktis,5,More practical,practical
11cec919-e275-4363-b8d8-b6f757f86a00,Aplikasi tidak bisa verifikasi wajah tidak bisa kirim kode otp SMS aplikasi busuk,1,The application cannot verify the face and cannot send the SMS otp code. The application is rotten,application verify face send sm otp code application rotten
df2e9552-95a6-4f1b-8565-00bc7909ba85,perubahan kelas secara on line.. lancar,5,online class changes... smooth,online class change smooth
33992a4e-4fe9-4135-8062-3f43b5297b6c,"aplikasi buatan lokal kenapa suka nyusahin penggunanya sih?udh daftar malah logout,mau masuk lg pake nomer wa malah gk bisa.",1,"Why do local applications make it difficult for users? When you register, you log out, you can't even log in using your WA number.",local application make difficult user register log cant even log using wa number
b9e39d56-1c14-4e9a-b7fe-fa2ac18f9079,"aplikasi ga bisa d buka,, tolong perbaiki..",1,"The application can't be opened, please fix it...",application cant opened please fix
531693ec-2a8f-4fe7-93bf-cfced1d608c3,aplikasi sampah,1,trash app,trash app
842a9f5f-ae89-41dd-a167-7f2b0aa90fa1,nice,5,nice,nice
116836a1-a1fa-492c-9fb6-0063e89d1e70,Aplikasi apa si ini katanya membantu ko malah mempersulit orng sakit,1,"This application says it helps, but actually makes it difficult for sick people",application say help actually make difficult sick people
3ffcf994-906e-4d46-b482-1bab0f40e547,"Saya sudah update,bahkan beberapa aplikasi saya hapus,sudah 100%,tetep aja,update,gimana ya biar g update update,pusing",1,"I've updated, I even deleted some applications, it's 100%, still, it's updated, how do I make it not update, I'm dizzy",ive updated even deleted application still updated make update im dizzy
62430609-fc76-4f42-9ba0-cb27a0e9ae2b,Baru mau daftar sja g bisa. Entah eror atau apa,1,I just want to register and can't. I don't know if it's an error or what,want register cant dont know error
5dfd2a14-d9c4-40d5-8e8c-afc6d0890f34,Sangat membantu dan bermanfaat terimakasih jkn mobile,5,"Very helpful and useful, thank you, don't use mobile",helpful useful thank dont use mobile
3b969038-0acb-4696-a54a-be7f58c20fef,Lumayan bisa membAntu dalam hal pemeriksaan kesehatan,4,Quite helpful in terms of health checks,quite helpful term health check
69372253-23df-4158-beb3-8d3779f12470,"aplikasi rusak, bacaan nya offline/error mulu, tolong dibenahin",1,"The application is broken, the reading is offline/errors keep happening, please fix it",application broken reading offlineerrors keep happening please fix
3ae008bf-4e7c-4b60-bd4c-0252e44b06a4,Knp hanya bisa digunakan max 3 NIK?,3,Why can only a maximum of 3 NIK be used?,maximum nik used
3cfd1c89-7d47-490a-ad38-731a88f3c725,"udah coba berkali kali buat masuk, tapi nomor HP salah padahal saya daftar pake nomor HP saya yg masih aktif sampai sekarang, sangat menyulitkan sekali.. sudah di rumah sakit gamau tau harus pake jkn.. sangat tidak membantu",1,"I've tried many times to log in, but the cellphone number is wrong even though I registered using my cellphone number which is still active now, it's very difficult... I'm already in the hospital, I don't know what to use... it doesn't really help.",ive tried many time log cellphone number wrong even though registered using cellphone number still active difficult im already hospital dont know use doesnt really help
22ca83ee-34a8-4cf2-a968-d5be48e7061d,"mudah digunakan, sangat mendukung untuk layanan masyarakat",5,"easy to use, very supportive for community services",easy use supportive community service
f2d92213-7abd-49c8-b4bd-20708a7a5a9d,kenapa mau daftar antrean pelayanan gak bisa katanya rekam medis anda belum tersedia padahal bulan sebelumnya saya bisaâ¹ï¸ð¤ tolong dong,1,why don't you want to register for the service queue and it says your medical records are not yet available even though I could do it the previous monthâ¹ï¸ð¤ please help,dont want register service queue say medical record yet available even though could previous month please help
153a0d00-445a-4d18-af21-2aab8f8654b9,alhamdulillah dah bisa pindah fakes,5,Thank God I can move on to fakes,thank god move fake
bc264801-7c9f-47b7-9199-672b68c99361,minta kode otp susah,1,asking for an otp code is difficult,asking otp code difficult
96c54ae4-b086-4435-8825-3d7a83aa64c2,"Verifikasi wajah gagal terus, jelek bngtt klo belum mumpuni gaush sok ngide pke kyk gtu",1,"Face verification continues to fail, it's so bad if you're not qualified, why don't you go like that?",face verification continues fail bad youre qualified dont go like
aab2613a-7a01-4091-8dc4-86ab4cf9b0ae,lemottt ******,1,lemottt ******,lemottt
6ad42ac4-1928-43b8-94be-f922abe7559c,Bukan mepet mudah tapi mempersusah daptr ajah huh nunggu ber jam2,1,"It's not necessarily easy, but it's difficult to register, huh, waiting for hours",necessarily easy difficult register huh waiting hour
ad25b545-651b-4a03-915d-dadc39fd2786,"mau daftar akun, verif otp aja luama, pake nomor lain pun jg sama, kode otpnya ga dikirim"" mana nunggu 2rts detik, minta tlg segera diperbaiki ya",1,"I want to register an account, the OTP verification takes too long, I used another number too, the OTP code wasn't sent, I waited 2 seconds, please fix it immediately, okay?",want register account otp verification take long used another number otp code wasnt sent waited second please fix immediately okay
465b356b-7732-43fa-b7b2-a5994781f6da,Oke,5,Too much,much
159394ee-a3ba-43de-b90e-7bbcde185b62,mau berobat anak di klinik suruh pake aplikasi makin ribet sumpah nih ga habis pikir padahal saya tiap bulan dipotong dari gajih coba yg punya akal gmna ini solusi nya bagai mna KLO yg ga punya hp android,1,"If I want to get my child's treatment at a clinic, I'm told to use an app, it's getting more complicated, I swear, I can't stop thinking about it, even though I'm deducted from my salary every month, try this if you have some sense, what's the solution for those who don't have an Android phone?",want get child treatment clinic im told use app getting complicated swear cant stop thinking even though im deducted salary every month try sense whats solution dont android phone
dcb6b0e6-bb9e-41de-a7dc-adf6f19cbb58,baik,5,Good,good
4fd1d5f1-9143-445f-b5f4-4abd8d89c8b3,tiap masukan nik ga bisa tidak sesuai padahal udah benar ini gimana seh,1,"Every time you enter a nik, it can't be correct even though it's already correct, what's the matter?",every time enter nik cant correct even though already correct whats matter
20b5d1e8-01e3-479d-b702-721df3030fd6,sangat membantu,5,very helpful,helpful
4e0b894c-7502-401a-b066-a67bf542faf0,verifikasi wajah gagal terus!!!,1,Face verification keeps failing!!!,face verification keep failing
d817b160-d6da-4f02-b10a-8f4babaa29c5,Sekarang lebih mudah dan modern mengikuti perkembangan teknologi yg semakin mudah untuk mengakses dan mengecek history pengobatan,5,Now it is easier and more modern to follow technological developments which make it easier to access and check treatment history,easier modern follow technological development make easier access check treatment history
d42ac37d-8038-485c-90cc-a74f643a88d5,Lola minta kode verifikasi j gk di blesÂ²,1,Lola asked for a verification code and was not rewarded.,lola asked verification code rewarded
e85bfca3-acbb-427c-9d9f-d6a0ffa004f0,sangat membantu ðð»,5,very helpful ðð»,helpful
240cd2e4-b05c-439a-931e-836487d437e4,"Kualitas aplikasi sangat buruk, verifikasi wajah, verifikasi nomor telpon selalu harus berulang ulang dan gagal. Mohon diperbaiki.",1,"The quality of the application is very bad, face verification and telephone number verification always have to be repeated and fail. Please fix it.",quality application bad face verification telephone number verification always repeated fail please fix
9bb8bea7-ba70-4227-9035-e7df774e3cea,tingkatkan lgi sytemnya.,3,upgrade the system again.,upgrade system
854762b7-e5b8-4f8f-a871-bb6a1b7da051,top,5,top,top
89e672f6-dffb-496e-9812-01a9e4cae53d,Update malah ga bisa di buka,1,I can't even open the update,cant even open update
057e8940-0f44-4cda-b0b6-6c14039ed23a,Intuk daftar nya sangat ribet,1,Making the list is very complicated,making list complicated
70aa6996-be48-4ad2-861d-73a1c9a8ddb6,aplikasi ta**.gak bermutu notif verifikasi tak pernah muncul.,1,"the application is not of good quality, the verification notification never appears.",application good quality verification notification never appears
6f0d95c2-05d0-413f-8e8d-6d9ce1cecde4,Good,5,Good,good
260938ce-0a1a-41f1-8cfd-cc83e6a75750,"Susah banget mau daftar, beberapa x mau daftar verifikasi no hp nggak masuk masuk",1,"It's really difficult to register, several times I wanted to register to verify my cellphone number didn't come through",really difficult register several time wanted register verify cellphone number didnt come
6d911119-d7ba-4a07-b1c9-603a2efaf28e,"Tolong bantu saya,saya tidak bisa mengganti password jkn saya dan juga no lama saya ke no hp yg baru,saya sudah melakukan pengaduan ke layanan pandawa tapi tidak ada respon saat dicek padahal saya sudah melakukan sesuai dgn instruksi dari layanan pandawa..",4,"Please help me, I can't change my password or my old number to a new cellphone number. I have made a complaint to Pandawa service but there was no response when I checked even though I had done it according to the instructions from Pandawa service..",please help cant change password old number new cellphone number made complaint pandawa service response checked even though done according instruction pandawa service
c96c2f7a-e437-4138-a798-4154bcc328b1,"Mau verifikasi nomor telpon aja gak pernah di kirim di tungguin malah gak di kirim kirim pas di isi pulsa baru muncul itu juga lama banget, lalu udh daftar antrean di aplikaai ini buat ke klinik pas nyampe lokasi malah hanya untuk pendaftaran offline, terus daftar online guna nya buat apa kalau tempat kesehatan yang terafiliasi aja gak menyediakan atau mengikuti antrean aplikasi ini yang bersifat nya instansi pemerintah. Sia-sia dong udh harus download. Pembohongan publik",1,"If you want to verify your telephone number, it's never been sent, you're waiting for it, it's not even sent, it's sent when you top up your credit, it just appears, it's taking a really long time, then you've already registered in the queue on this application to go to the clinic when you arrive at the location, instead it's only for offline registration, then what's the point of registering online if the affiliated health center doesn't provide or follow the queue for this application, which is a government agency. It's a waste to have to download it. Public deception",want verify telephone number never sent youre waiting even sent sent top credit appears taking really long time youve already registered queue application go clinic arrive location instead offline registration whats point registering online affiliated health center doesnt provide follow queue application government agency waste download public deception
fe85e7ab-0d06-4820-9f99-f6b76439e89d,Sangat membantu,5,Very helpful,helpful
26a54be9-5c27-4824-a215-1f859c145419,aplikasi nya lambat.. selalu error..,1,the application is slow.. it always crashes..,application slow always crash
1e20db47-6bc2-4082-9362-800acdd60d24,"Ga bisa daftar, ktnya nomer nya sudah digunakan peserta lain, coba pke nomer yg lain sama aja ga bisa,. Ini gimana ??",1,"Can't register, because the number is already used by another participant, try using another number and it doesn't work. How is this??",cant register number already used another participant try using another number doesnt work
e0bba5c2-c87c-4903-bd85-d0a8d26fba95,Vertif smsnya lama sekali,1,The SMS verification took a long time,sm verification took long time
40fbb709-c8c4-4fa0-a57e-69258dc1108e,bagus,5,Good,good
a839d6d3-ce0e-4af6-a757-32d6997a41a8,kode otp masuk ke SMS tapi tidak bisa masuk ke menu verifikasi kode otp nya pulsa banyak jaringan stabil ini gimana ya mohon solusinya,5,"the otp code is entered into SMS but can't enter the verification menu, the otp code has a lot of stable network credit, what's the solution, please?",otp code entered sm cant enter verification menu otp code lot stable network credit whats solution please
b464b602-36d8-4635-94bb-974bcd649fe6,Lumayan gampang,5,Pretty easy,pretty easy
2056ec09-c543-4126-a886-12d39f5171d4,Susah daftar nya prepikasi wajah Harusnya Jagan di bikin susah .kalau daftar bikin mudah masarakat untuk daftar onlen. Kalau daftar penjol cepet ga si biki susah .,1,"It's difficult to register for facial preparation. Don't make it difficult. If you register, make it easier for people to register online. It's not difficult for Biki to register quickly.",difficult register facial preparation dont make difficult register make easier people register online difficult biki register quickly
73835e71-0991-48af-8087-2e4143e51f41,"Mohon maaf b3. Sekedar mau daftar aja susah bgt. Entah gagal di vermuk padhal ruangan terang,foto jga ga blur, entah di kode verifikasi via nomer hp yang ga masukÂ² . Sepertinya ada bug yang harus sesegera mungkin untuk di perbaiki",3,"Sorry b3. Just wanting to register is very difficult. Either it failed to display even though the room was bright, the photo wasn't blurry, or the verification code via cellphone number didn't enter. It looks like there is a bug that needs to be fixed as soon as possible",sorry b wanting register difficult either failed display even though room bright photo wasnt blurry verification code via cellphone number didnt enter look like bug need fixed soon possible
