reviewId,content,score
6a9a6802-e321-4574-8a2a-0601a97f1dc6,Yo wis oke,5
067317f6-f299-40a0-b699-6a930b883006,membantu,5
567fe25e-a916-4243-9a26-43742bdcd943,"Aplikasi gajelas, baru download dibilang pake emulator",1
56cd8b81-b857-499c-89d1-7a3e0fa5f0c5,aplikasi rusak mau cek lupa sandi ga bisa nunggu otp lama. giliran mau daftar lagi ga bisa tolong lah upgrade lagi minimal 2kali apa 3kali pendaftaran. kalo daftar awal gak bisa login selanjutnya masih bisa daftar lagi,1
de4fd7b7-d4a9-4daa-a4b7-b2ac00fcce6d,"Sdh isi pulsa Kouta Bru,gnti lgi kenkouta Telkomsel, coba lgi pke WiFi apk ga guna skli gak bisa msuk, maunya apa sih kt ini butuh TPI gak bisa di gunakan,apa tnggu orng meninggal Bru apk bisa di gunakan Harusnya ketika anda buat apk Perbaiki untk kenyaman, bukan memper sulit, kalau mmng gak bisa jng paksain buat ini apk,",1
8cab03c7-fc42-4ddc-86e8-559ad44e7f54,aplikasi sampah,1
0ba7dfb5-eb91-4a60-ab3f-3032bf196f71,Pulsa udah abis tapo otp belum keluar trus gimna malah mempersulit rakyat adduh,2
504c226e-5363-4f4a-937b-095321684e9d,Aplikasi aneh awal donlod bisa masuk pas yang kedua kalinya mau masuk malah gak bisa ini bukan membantu namanya malah tambah mempersulit,1
9b5f7910-fa19-4b20-af0d-7b71a5bb5c9d,sangat mbantu,5
e26a5218-1659-449c-b85e-671691e2171f,"Aplikasi memudahkan masyarakat, masyaallah",5
77dadb35-f8d7-45a0-a39b-00d81355de91,Good,5
924298cc-3a9f-414c-98d4-e8f450e6c2c6,Alhamdulilah jkn makin mantap cepat dan bagus,5
5923d2ba-0ea4-4263-b416-7424e84c0441,Cukup baik,5
09fcd1b7-a1a7-4c66-889d-f35f4522d81c,"Aplikasi tidak berfungsi, padahal hp saya tidak di""root"". Mohon segera diperbaiki",1
7cb026ac-39af-46b0-93ab-32800ce6b648,pelayanan ok,5
38f2f716-8866-408c-8cdb-fc9f7a4ee433,ok,5
eaeff111-0004-46d0-9796-bdec129ba9ee,"Cek riwayat pelayanan anggota tidak bisa, hanya kepala keluarga saja yg bisa",3
08e60caf-462b-40d5-a95e-048815a30a5e,mohon di perbaiki gunanya aplikasi buat kesehatan malah di persulit no otp di kirim ke mana itu bukan nomor yg saya daftarkan aneh ngaco ga jelas,1
56b546f8-5a77-413f-91e4-ab6708f492c7,"Susah dapet kode otp pada saat verifikasi nomor telpon, udah di coba berulang kali tapi tetep aja gak muncul muncul. Tolong sistem nya lebih di perbaiki dan lebih di optimalkan kembali",1
b1196fcf-e992-4422-9e4e-3ba341fcae5f,"Aplikasi nya sangat mengecewakan. Sering kali gagal login, tiba2 logout sendiri. Untuk pendaftaran antrean ke faskes rujukan jg gagal terus.padahal sudah di update. Telp ke CS nya sama2 bego kayak aplikasikasinya. Sama sama ga bisa memecahkan masalah.",1
317a4580-b9d3-4807-929f-3dfec89f6dcb,baik,5
359119a2-1337-4ffa-b87e-9555d3f18867,mempermudah layanan di rumah sakit,5
ad303990-09cc-46d7-9fb4-2aae3586c801,Masih Terlalu banyak bug terutama pada jaringan,3
dca26154-59e1-467b-9e60-b64d4ba9a674,Okssss banggget....,5
5a1126ed-dc87-49a7-9dfa-e0a0b2a6157b,"sudah bagus dari sebelumnya, tapi masih ada yang harus diperbaiki seperti masalah : 1. setelah update alamat di mobile jkn, tidak langsung berubah untuk alamat di kartu bpjsnya. 2. Hotline harus nomor yang pasti dan aktif. 3. Fitur Penambahan Anggota dipermudah dan lengkap secara mandiri.",5
54650632-e933-4097-985b-73658451f0ee,Keren,5
637d4f09-5ab3-4d54-a34a-d91e97f77d69,terbantu dg adanya BPJS Kesehatan,5
734436a2-e108-4d25-b840-e33debb52f3d,Memudahkan,4
021a583c-e82f-4e55-a9d3-7daee5d49a62,Memudahkan pelayanan kesehatan,5
e8797488-2705-4304-93c8-aa39d7d1e3a5,Sangat membantu 👉👌,5
d31b6d0f-ee13-4bdb-860e-3a2588885afc,jika hari kemudian ada perubahan yg baik. baru saya ubah ke b5. verifikasi ngaco,1
892e9e77-f7ca-49c8-8419-50ebc55ec670,"disuruh verivikasi tpi mau kirim kode OTP ke WA atau SMS malah gk ada yg dateng, hadehhh",1
312a3a0b-410d-44f3-ad6f-3fdb4431bf2f,BPJS sangat membantu bagi orang miskin yang mau berobat di klinik maupun rumah sakit,5
e3d26d18-b623-439d-9f84-efb8cd52418a,"saya mau daftar online buat periksa ga bisa terus,katanya ga bisa terhubung ke server rs nya..ini gimana sih",1
e457c3b2-556e-46a0-b2ec-4021524ba4ef,"Ini aplikasi pemerintah niatnya mempermudah kenapa susah banget ya, kendala nya hanya satu nomor telpon sesuai tapi tidak ada sms verifikasi masuk. kalau ada opsi verifikasi lewat WA sepertinya lebih mudah dan cepat dan waktu tunggu itu sekitar 5-6 menit untuk menunggu kode yang baru",1
1db50477-341e-4062-b29e-b0f0fd37a6e7,Aman,5
d5d5c086-ca70-4eb5-9320-b013068faaf0,"mau pindah faskes susah, disuruh verifikasi wajah tapi susah aplikasix gagal mulu",1
27ff79f4-2610-4dd9-a298-e08c6cd14aed,pelayanan cepat,5
720cd496-8ebe-4528-a635-6b4c64f2c4f6,bpjs harapan keseharan bagu masyarakat menengah je bawah. trims bpjs,5
ebb5f3db-3529-4b9c-8205-bf2432cd07e5,Sangat membantu,5
9429d7d6-eba0-452c-b04a-536d27d994f1,"Tiap masukin captcha tidak bisa terus, captcha sering tidak muncul jadi tidak bisa login, JKN Versi 4.11.2",1
a1ee5a6f-ce43-4122-b84c-972c8a36d7a6,"Mantaaap, proses mudah",5
eeb6b17c-f915-44dc-abde-a2255937f18a,"ini kenapa setelah di update banyak menu yg terkunci gak bisa dibuka ?? apa gunanya ada mobile jkn menunya di privasi gak bisa di klik... sangatt buruk.. mana kartu saya blm punya,, skrg mo berobat gimana ?? menunya aja pada dikunci.. burukk banget apk nya 👎👎👎👎👎👎👎👎👎👎",5
088da03e-5275-4d3b-b19b-b6f337fdb0fa,apl gk sesuai gk bsa krim kode otp smpy gk bsa login smpy skrang. tolong jangan di persulit ..,1
142e0811-1cc2-4929-adf7-8b199e5770f7,"Verifikasi susah nya minta ampun.. jangan bilang jaringan ya! karena buat game lancar banget, masa buat verifikasi apk kaya gini masalah jaringan",1
ee492b68-9ea4-4f45-bb9d-e7772868bd28,nggak bisa daftar dengan alasan NIK tidak dapat di proses padahal NIK udah benar dan selalu bayar iuran tiap bulan,1
4501a0f1-9d90-4fec-ad0d-61c56cd08c5f,"Pelayanan BPJS sangat buruk, anak sakit darurat, sudah panas 2 hari, disuruh pulang rawat jalan, bayar kelas 1 tiap bulan gawe opo leeeek, mbok pangan thok wae duite iku",1
2a467efc-29d7-4a22-a6e8-ee04bcaea812,Lebih praktis,5
11cec919-e275-4363-b8d8-b6f757f86a00,Aplikasi tidak bisa verifikasi wajah tidak bisa kirim kode otp SMS aplikasi busuk,1
df2e9552-95a6-4f1b-8565-00bc7909ba85,perubahan kelas secara on line.. lancar,5
33992a4e-4fe9-4135-8062-3f43b5297b6c,"aplikasi buatan lokal kenapa suka nyusahin penggunanya sih?udh daftar malah logout,mau masuk lg pake nomer wa malah gk bisa.",1
b9e39d56-1c14-4e9a-b7fe-fa2ac18f9079,"aplikasi ga bisa d buka,, tolong perbaiki..",1
531693ec-2a8f-4fe7-93bf-cfced1d608c3,aplikasi sampah,1
842a9f5f-ae89-41dd-a167-7f2b0aa90fa1,nice,5
116836a1-a1fa-492c-9fb6-0063e89d1e70,Aplikasi apa si ini katanya membantu ko malah mempersulit orng sakit,1
3ffcf994-906e-4d46-b482-1bab0f40e547,"Saya sudah update,bahkan beberapa aplikasi saya hapus,sudah 100%,tetep aja,update,gimana ya biar g update update,pusing",1
62430609-fc76-4f42-9ba0-cb27a0e9ae2b,Baru mau daftar sja g bisa. Entah eror atau apa,1
5dfd2a14-d9c4-40d5-8e8c-afc6d0890f34,Sangat membantu dan bermanfaat terimakasih jkn mobile,5
3b969038-0acb-4696-a54a-be7f58c20fef,Lumayan bisa membAntu dalam hal pemeriksaan kesehatan,4
69372253-23df-4158-beb3-8d3779f12470,"aplikasi rusak, bacaan nya offline/error mulu, tolong dibenahin",1
3ae008bf-4e7c-4b60-bd4c-0252e44b06a4,Knp hanya bisa digunakan max 3 NIK?,3
3cfd1c89-7d47-490a-ad38-731a88f3c725,"udah coba berkali kali buat masuk, tapi nomor HP salah padahal saya daftar pake nomor HP saya yg masih aktif sampai sekarang, sangat menyulitkan sekali.. sudah di rumah sakit gamau tau harus pake jkn.. sangat tidak membantu",1
22ca83ee-34a8-4cf2-a968-d5be48e7061d,"mudah digunakan, sangat mendukung untuk layanan masyarakat",5
f2d92213-7abd-49c8-b4bd-20708a7a5a9d,kenapa mau daftar antrean pelayanan gak bisa katanya rekam medis anda belum tersedia padahal bulan sebelumnya saya bisa☹️😤 tolong dong,1
153a0d00-445a-4d18-af21-2aab8f8654b9,alhamdulillah dah bisa pindah fakes,5
bc264801-7c9f-47b7-9199-672b68c99361,minta kode otp susah,1
96c54ae4-b086-4435-8825-3d7a83aa64c2,"Verifikasi wajah gagal terus, jelek bngtt klo belum mumpuni gaush sok ngide pke kyk gtu",1
aab2613a-7a01-4091-8dc4-86ab4cf9b0ae,lemottt ******,1
6ad42ac4-1928-43b8-94be-f922abe7559c,Bukan mepet mudah tapi mempersusah daptr ajah huh nunggu ber jam2,1
ad25b545-651b-4a03-915d-dadc39fd2786,"mau daftar akun, verif otp aja luama, pake nomor lain pun jg sama, kode otpnya ga dikirim"" mana nunggu 2rts detik, minta tlg segera diperbaiki ya",1
465b356b-7732-43fa-b7b2-a5994781f6da,Oke,5
159394ee-a3ba-43de-b90e-7bbcde185b62,mau berobat anak di klinik suruh pake aplikasi makin ribet sumpah nih ga habis pikir padahal saya tiap bulan dipotong dari gajih coba yg punya akal gmna ini solusi nya bagai mna KLO yg ga punya hp android,1
dcb6b0e6-bb9e-41de-a7dc-adf6f19cbb58,baik,5
4fd1d5f1-9143-445f-b5f4-4abd8d89c8b3,tiap masukan nik ga bisa tidak sesuai padahal udah benar ini gimana seh,1
20b5d1e8-01e3-479d-b702-721df3030fd6,sangat membantu,5
4e0b894c-7502-401a-b066-a67bf542faf0,verifikasi wajah gagal terus!!!,1
d817b160-d6da-4f02-b10a-8f4babaa29c5,Sekarang lebih mudah dan modern mengikuti perkembangan teknologi yg semakin mudah untuk mengakses dan mengecek history pengobatan,5
d42ac37d-8038-485c-90cc-a74f643a88d5,Lola minta kode verifikasi j gk di bles²,1
e85bfca3-acbb-427c-9d9f-d6a0ffa004f0,sangat membantu 👍🏻,5
240cd2e4-b05c-439a-931e-836487d437e4,"Kualitas aplikasi sangat buruk, verifikasi wajah, verifikasi nomor telpon selalu harus berulang ulang dan gagal. Mohon diperbaiki.",1
9bb8bea7-ba70-4227-9035-e7df774e3cea,tingkatkan lgi sytemnya.,3
854762b7-e5b8-4f8f-a871-bb6a1b7da051,top,5
89e672f6-dffb-496e-9812-01a9e4cae53d,Update malah ga bisa di buka,1
057e8940-0f44-4cda-b0b6-6c14039ed23a,Intuk daftar nya sangat ribet,1
70aa6996-be48-4ad2-861d-73a1c9a8ddb6,aplikasi ta**.gak bermutu notif verifikasi tak pernah muncul.,1
6f0d95c2-05d0-413f-8e8d-6d9ce1cecde4,Good,5
260938ce-0a1a-41f1-8cfd-cc83e6a75750,"Susah banget mau daftar, beberapa x mau daftar verifikasi no hp nggak masuk masuk",1
6d911119-d7ba-4a07-b1c9-603a2efaf28e,"Tolong bantu saya,saya tidak bisa mengganti password jkn saya dan juga no lama saya ke no hp yg baru,saya sudah melakukan pengaduan ke layanan pandawa tapi tidak ada respon saat dicek padahal saya sudah melakukan sesuai dgn instruksi dari layanan pandawa..",4
c96c2f7a-e437-4138-a798-4154bcc328b1,"Mau verifikasi nomor telpon aja gak pernah di kirim di tungguin malah gak di kirim kirim pas di isi pulsa baru muncul itu juga lama banget, lalu udh daftar antrean di aplikaai ini buat ke klinik pas nyampe lokasi malah hanya untuk pendaftaran offline, terus daftar online guna nya buat apa kalau tempat kesehatan yang terafiliasi aja gak menyediakan atau mengikuti antrean aplikasi ini yang bersifat nya instansi pemerintah. Sia-sia dong udh harus download. Pembohongan publik",1
fe85e7ab-0d06-4820-9f99-f6b76439e89d,Sangat membantu,5
26a54be9-5c27-4824-a215-1f859c145419,aplikasi nya lambat.. selalu error..,1
1e20db47-6bc2-4082-9362-800acdd60d24,"Ga bisa daftar, ktnya nomer nya sudah digunakan peserta lain, coba pke nomer yg lain sama aja ga bisa,. Ini gimana ??",1
e0bba5c2-c87c-4903-bd85-d0a8d26fba95,Vertif smsnya lama sekali,1
40fbb709-c8c4-4fa0-a57e-69258dc1108e,bagus,5
a839d6d3-ce0e-4af6-a757-32d6997a41a8,kode otp masuk ke SMS tapi tidak bisa masuk ke menu verifikasi kode otp nya pulsa banyak jaringan stabil ini gimana ya mohon solusinya,5
b464b602-36d8-4635-94bb-974bcd649fe6,Lumayan gampang,5
2056ec09-c543-4126-a886-12d39f5171d4,Susah daftar nya prepikasi wajah Harusnya Jagan di bikin susah .kalau daftar bikin mudah masarakat untuk daftar onlen. Kalau daftar penjol cepet ga si biki susah .,1
73835e71-0991-48af-8087-2e4143e51f41,"Mohon maaf b3. Sekedar mau daftar aja susah bgt. Entah gagal di vermuk padhal ruangan terang,foto jga ga blur, entah di kode verifikasi via nomer hp yang ga masuk² . Sepertinya ada bug yang harus sesegera mungkin untuk di perbaiki",3
bb64b16f-cb30-49ed-8ba7-4f686a280717,"aplikasi mobile jkn sesudah update aplikasinya jadi buruk dan banyak perubahannya,pas buka info virtual account gak terbuka",1
f2c4159a-fa7e-47e7-bbcb-fb0796ee89a1,OTP BUSUKKK,1
d3f3f8e1-3dc2-4a19-b34a-ab0beeb5105f,Mantal,4
d783e77e-275a-4de2-a00f-21547903ac9b,"Saya daftar akun tapi pas verivikasi otp nomer ga pernah di kirim ,",1
4305c375-b7fd-4b6b-b14f-35d24a97a13b,"Aplikasi banyajlk bug,verif wajah aja gagal terus sama kirim sms padahal pulsa udah di isi",1
559c8ef5-8f67-4d3a-9cf4-07799a1ca053,"Aplikasi bobrok pendaftaran sulit berbelit-belit, gagal mulu.",1
9ba84b22-32f9-4a03-b576-b01e87193ee2,"ini gimana y, daftar malam d suruh nya jam 5 pagi sampe jam 5 sore, ini jam 8 mau daftar, malah offline, gimana sich, pusing mikirin ini doang ..",1
759b717c-c5ff-409b-b563-e7431086fe69,Tidak bisa daftar akun,1
bf5f817e-e457-4ad0-a992-ea9d69bef4b4,banyak bug,1
b2eeca10-1e97-4a15-a822-06394b189ef2,mantap...keren,5
4aef14af-bb02-415b-8f83-8c9714777186,jadi makin ga jelas,1
5f466dc6-eaba-437f-8bc5-3988f17d0ef6,"Gakbisa verifikasi wajah jadi gakbisa masuk ke aplikasi, stuck aplikasi keluar terus",1
c0cf20d0-d0c4-4e08-a068-eae3db21440f,daftar di apk nya susah minta OTP terus tapi gak di kasih OTP nya kan tolol,1
c7b771e3-d669-47a2-858e-3d7938334103,makin lama makin jelek,1
f6a1dc94-55a6-4e32-8b1a-8068a5b6e613,membantu,5
c86f8df1-be53-47ac-bea8-fee4923a614e,"kenapa daftar susah bgt sih verifikasi wajah selalu gagal wajah ga sesuai kotak lahh phl hp nya ga gerak mau sesuai gimana lagii, ribettttt",1
092a327c-0285-4e7a-9a62-dc2192959ec8,"bagian pengiriman OTP lama banget ,",1
353a03f1-7c28-4918-b277-287e10f0f036,verifikasi sangat menyusahkan aplikasi yang buat susah penggunanya,1
04ba8304-9705-4a1e-bc3b-f10bc481fd6d,mntap,5
4e023b79-ab53-4b15-ac22-e5118bd3e9b8,Aplikasi rusak,1
e4908d45-8eaa-4c81-ad72-893a13d2ed06,oke,5
8f084dc2-fab7-4343-8228-fd39ade2de28,aneh tiba log out heran deh sumpah.. mau log in juga ga bisa kaget kaget,1
2743ba0f-753e-4f5e-97f9-c225be5bb602,"tolong mohon diperbaiki, saya mau verifikasi gak berhasil",1
84fdb262-3722-4a0c-915e-68e7a09908e0,Bagus sekali,5
7262d3c5-444c-416b-9b5b-6f4cd3b12771,Mantep,5
a2fdb9d3-b1c3-4b60-8761-2bb562fbf0b0,"SUDAH MEMPROSES PENGGANTIAN NOMOR TELEPON DAN EMAIL LEWAT WHATSAPP, KATANYA SI SUDAH BERHASIL, TETAPI DI APK JKN NYA KOK TETEP NOMOR TELPON YANG LAMA, GA BERUBAHH INI GIMANAAA SIHHHHHHH",1
c135d85a-4c86-402e-8b98-928fa83d3497,ini kenapa habis update tiba2 gak bisa masuk woi?? NIK sudah benar PASSWORD sudah benar tetep gak bisa masuk..,1
a99bf8a3-8e1c-4fd0-aed4-66d536611b18,For apps easy tonuse so far,4
b584aff4-5004-42ef-b2bf-8ac4ce0f083e,senang praktis cepat,5
8ad2662d-c043-4294-b415-ef8077cb5436,dengan aplikasi ini sangat membantu,5
83d47843-6abf-4adf-8a9d-1de560a017c9,Aplikasi kok log out terus.. udh daftar sidik jari di anggep blm terus.. Ga ada serius2 nya ngerawat aplikasi banyak bener bug nya d diemin aja..,1
b4d1f6eb-2966-4c41-ae5d-6da593fc50c2,Macet terus gk BS di buka,1
0e7efc2b-2171-4c92-b7dc-fcde61822244,ok,5
bf4581bd-a441-4988-bea3-c5d140c801ba,Pelayanannya sangat memuaskan,5
ca696807-8ae7-4498-ad4d-fbc2e0ff2317,sulit slalu gagal,1
c4de9570-027d-4cbd-9909-1baba83edff7,cek apa2 aja ribet banget,1
dcc007a2-f461-472b-8451-e000741b03b0,"kenapaa jadi ngga bisa dibuka, tolong diperbaiki device sya Poco x3 GT",1
7589034c-8d3e-4ed8-9c51-f982905b9b4f,Kok nomor pndftaran dg yang d akun malah beda...lucu sekali. Yah..otomatis blm bsa terverifikasi..user nya trlalu bodoh,1
fd41d9ba-3635-429c-856f-e0be8472db93,tolong dong lebih di permudah agar bisa masuk dengan nomor BPJS,4
f43ed246-abb1-4d53-9a36-36d5f8f2480e,aplikasi apa si khonthol ga bisa di buka forclose mulu bhabhi,1
feadc238-09bf-4639-9683-3e090819b84a,ok,5
5a33b0ad-056b-4f72-828c-608e4aad5722,gasss,5
9a315fbf-685b-4f3e-990b-ec98862a9f8c,Respon cepat...bagus,5
78937492-f8ee-40cc-9404-d2733927e411,kenapa harus daptar lagi sakali mau masuk paspor salah terus apa lah ini,4
04cb3802-d27e-4431-9a27-fa457ab77cd3,mantap,5
d38eb47d-31e4-4891-8f0b-5a03d576666a,"Pengembang, kok gabisa checkin online ya... padahal 20 menit sebelum jam praktek buka",2
87d4e504-3db3-4dfd-baea-5365d342de83,"Gimana sih cara geser-geser maps nya buat cari faskes, ko ga bisa digerakin, kayanya itu ngebug deh, tolong diperbaiki ya untuk mempermudah masyarakat",2
ce9ca33f-7426-4b56-8166-2e29d008a24f,"Belum bisa cek kartu peserta, apa lagi download kartu peserta coba,padahal gak ada kendala sinyal atau kartu prabayar, hanya segini performa aplikasi sekelas negara, lawak banget",1
7acd43a8-eb9d-49d1-8dff-a8564b670138,👍👍 Good,5
4228b1d6-740a-4214-ba62-51d576c1c259,ingin ganti no hp susah betul ga ada kontak csnya,1
56bf2779-d8ee-4c38-8b57-9c5c2b749c90,ini lagi di puskesmas malah error apknya heyyy,1
1df274ff-8e3c-4c4b-b3c1-4ebceea483a9,"susah mendapatkan kode otp verifikasi nomor telepon dan Gmail, padahal jaringan bagus. Katanya apk untuk mempermudah tapi faktanya malah mempersulit. Pulsa hangus sia² tidak menghasilkan apa².",1
ed46258d-40df-495f-9eef-3e759f5b3f7c,"gak bisa ganti faskes / ga bisa diklik dimenu rubah faskes padahal belum pernah ganti faskes dari awal engga aplikasinya engga puskesmasnya sama aja Percuma bayar BPJS tiap bulan kaga fungsi, mau berobat sulitnya minta ampun",1
bbccf13e-454a-408e-84cb-b004a84eae0e,Terima kasih atas layanan anda kami sangat senang dgn layanan anda sopan dan baik cepat respon Semakin sukses dan berjaya,5
3e30f490-9e29-457e-b59d-fe8e534f6dab,Okey,5
fbb08255-9d24-4e7c-8dcd-df2f3250294a,aplikasi jelekkk banget !!!!!,1
f773666d-70d5-4619-b7fa-eae934d5c452,Agak ribet tapi Alhamdulillah sudah kelar perubahan datanya,5
b957591c-bf8f-4c93-9fc9-e79cf452b9a9,Ok,5
95ad6b3e-0693-4808-8ad4-3071ea50c070,Cepat dan mudah,5
3443261f-0e26-4b9b-82ac-a0f97606a2dc,Lelah banget... Daftar berkali kali gagal... Aplikasi pemerintah selalu busuk busuk... Mau sabar juga butuh... Perbaiki kode Verifikasi kirim whatsapp... Norakk lewat SMS gagal terus... Sampai ganti nomor pun gak masuk.. Apalagi verifikasi wajah... beuhhhh... gak ke detect... ayokkk.. Developer... BACA REVIEW!!!!!!,1
0132e5ca-64dc-4e78-8b79-d805e9e8989b,Mantap,4
2d6fc1a2-17f3-4fb8-a04e-b69c04078b3b,tolong preparenya dalam buat aplikasi untuk verifikasi data aja gak bisa,1
cbd4ec82-9ba8-4f37-9972-4337cae4ddff,mantap,5
ec4718fb-b6a8-496d-b26b-e52356eb5c5d,pelayanan maximal,5
dc3273da-526d-4167-a569-987b69382d2e,"repot ya pake JKM. mau reservasi nomor antrian gagal terhubung ke server RS berkali-kali, kalo gak dokternya ga ada di jadwal yang sudah di berikan dari dokternya... kek gimana to? tau tau slot reservasi tinggal dikit sementara masih ga bisa aja reservasi nomor antrian dokter..",1
bf1c3148-b9bc-4456-aadc-0561f4680a63,fast respon,5
bffcec7e-558a-4118-9ffe-f596ccb058e0,"Ini aplikasi kenapa si? Saya daftar tinggal verifikasi nomor handphone saja gabisa, padahal ini nomor saya daftar aplikasi yang lainya bisa verifikasi.",2
83e0d6e0-c6fd-42c5-a64d-b5a262e3230b,Proses cepat,5
3b0abdd4-3c3f-4116-bc25-a50b94bb4406,susah,1
aac065cc-fcee-4d0c-ab81-ce41f5f9c1cc,Mengapa jkn mobilnya tidak bisa digunakan Id,3
4e51f0b2-31ca-4eb7-ba99-eacc74199de0,tidak bisa veryfikasi nomor telepon udah nyoba 9 kali ttep tidak di kirim veryfikasinya,1
611d7738-f494-448a-8c7f-1c4accf1b76c,"Setelah update jadi log out, mau log in lupa pasword Mau verifikasi via email, katanya email tidak sesuai dengan yg terdaftar Padahal sebelumnya verifikasi ke email itu terus.. Tp skrang Jadi agak aneh dan bingung kenapa bisa jadi tidak sesuai",4
46e488c8-2af6-43e9-8f87-c39525461216,Kenapa saya tidak dapat. Kode verifikasi terus ya min,3
2c72e0e0-38ec-4c89-afc8-9c5ed5dd07e8,Kami sangat dibantu terimakasih,5
670ec353-987a-4339-8ccb-038521271f84,Mueantuuull,5
9758aeec-5c62-4221-8fe4-a798df85c387,Membantu sekali pelayanan menjadi mudah tanpa harus ke kantor cabang,5
d5747e7e-b8df-4016-a4b4-49680720deb7,Mntap,5
49940279-8a79-42bf-996b-781c02260442,"daftar aja sulitnya minta ampun, ambil gambar eror terus",1
a23824b6-74eb-4ed4-895f-a090f4fc7729,Sangat membantu dalam menyelesaikan administrasi yang di butuhkan,1
e794bf65-6e54-4d82-8488-1be52d9e3728,"untuk masuk daftar aja sangat susah berkali"" harus ngulang. bikin sakit kepala",1
267e461e-fcc3-42d9-a449-3b6fb808cfe7,aplikasi di perbaharui makin ngak jelas dan tidak berguna. selalu login dan gagal terus. makin mempersulit penggunanya,1
c697663a-993a-4a8d-b25f-3a6d10f92258,Ciri-ciri apk indo 1 gagal verifikasi 2 tidak menerima OTP 3 jika nomer satu dan dua berhasil maka masalah terakhir tidak bisa login,1
999a068b-3e2e-42ef-aac9-8a4d6da4285c,keren,5
a423982d-7dce-430f-95db-f1f0c6520d47,Susah login...,1
d1d76089-4f01-407b-8256-6f41ea26d249,"aplikasi rusak 🤣 masa salah terus captcha , jelas2 sama persis salah aja tetep , terlebih lagi harus terus2an relogin , maunya mempermudah , eh setelah pake aplikasi mobile jkn malah dipersulit , parah",1
0c6f4025-3e2f-4dd9-99e3-661bd5ca24b7,Josss,5
9e4a00fd-e003-4513-bda5-46ea0523ab79,Alhamdulilah 🤲,5
91123cff-10cf-447a-976e-78b74048839f,memebantu rakyat,5
4c2e3dd6-c8c2-4c78-a3e4-567f88a87619,Apk kocak Vermuk gagal mulu,1
